,Patient,Gene1,Gene2,Edge,Curvature,Response
0,A549_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7063955176738986,0
1113,HCC4006_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
1114,HCC4006_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
1115,HCC4006_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
1116,HCC44_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.8408408286555026,1
1117,HCC44_LUNG,FLNA,HSPB7,FLNA;HSPB7,0.0,1
1118,HCC44_LUNG,CD2,CD7,CD2;CD7,0.0,1
1119,HCC44_LUNG,CD2,CD5,CD2;CD5,0.0,1
1120,HCC44_LUNG,CD5,CD7,CD5;CD7,0.0,1
1121,HCC44_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,1
1122,HCC44_LUNG,TGFB1,FN1,TGFB1;FN1,0.6678313594385099,1
1123,HCC44_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,1
1124,HCC44_LUNG,FN1,VTN,FN1;VTN,0.0,1
1125,HCC44_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,1
1126,HCC44_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,1
1127,HCC44_LUNG,CALM3,DLG4,CALM3;DLG4,0.9575882714936684,1
1128,HCC44_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,1
1129,HCC44_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,1
1130,HCC44_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,1
1131,HCC44_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,1
1132,HCC44_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,1
1133,HCC44_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,1
1134,HCC44_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,1
1135,HCC44_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,1
1136,HCC44_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,1
1137,HCC44_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,1
1138,HCC44_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,1
1139,HCC44_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,1
1140,HCC44_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,1
1141,HCC44_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,1
1142,HCC44_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,1
1143,HCC44_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,1
1144,HCC44_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,1
1145,HCC44_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,1
1146,HCC44_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,1
1147,HCC44_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,1
1148,HCC44_LUNG,SGCD,DMD,SGCD;DMD,0.0,1
1149,HCC44_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,1
1150,HCC44_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,1
1151,HCC44_LUNG,SSPN,DMD,SSPN;DMD,0.0,1
1152,HCC44_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,1
1153,HCC44_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,1
1154,HCC44_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,1
1155,HCC44_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,1
1156,HCC44_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,1
1157,HCC44_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,1
1158,HCC44_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,1
1159,HCC44_LUNG,DAG1,DMD,DAG1;DMD,0.0,1
1160,HCC44_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,1
1161,HCC44_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,1
1162,HCC44_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,1
1163,HCC44_LUNG,DMD,SGCG,DMD;SGCG,0.0,1
1164,HCC44_LUNG,DMD,SGCA,DMD;SGCA,0.0,1
1165,HCC44_LUNG,DMD,CAV3,DMD;CAV3,0.0,1
1166,HCC44_LUNG,DMD,SGCE,DMD;SGCE,0.0,1
1167,HCC44_LUNG,DMD,SGCB,DMD;SGCB,0.0,1
1168,HCC44_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,1
1169,HCC44_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,1
1170,HCC44_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,1
1171,HCC44_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,1
1172,HCC44_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,1
1173,HCC44_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,1
1174,HCC44_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,1
1175,HCC44_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,1
1176,HCC44_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,1
1177,HCC44_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,1
1178,HCC44_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,1
1179,HCC44_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,1
1180,HCC44_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,1
1181,HCC44_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,1
1182,HCC44_LUNG,TET2,EBF1,TET2;EBF1,0.0,1
1183,HCC44_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,1
1184,HCC44_LUNG,KRT13,KRT4,KRT13;KRT4,0.0,1
1185,HCC44_LUNG,HRC,TRDN,HRC;TRDN,0.0,1
1186,HCC44_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,1
1187,HCC44_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,1
1188,HCC44_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,1
1189,HCC44_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,1
1190,HCC44_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,1
1191,HCC44_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,1
1192,HCC44_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,1
1193,HCC44_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,1
1194,HCC44_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,1
1195,HCC44_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,1
1196,HCC44_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,1
1197,HCC44_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,1
1198,HCC44_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,1
1199,HCC44_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,1
1200,HCC44_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,1
1201,HCC44_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,1
1202,HCC44_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,1
1203,HCC44_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,1
1204,HCC44_LUNG,SECTM1,CD7,SECTM1;CD7,0.0,1
1205,HCC44_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,1
1206,HCC44_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,1
1207,HCC44_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,1
1208,HCC44_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,1
1209,HCC78_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7421522343348288,0
1210,HCC78_LUNG,FLNA,HSPB7,FLNA;HSPB7,-11.740433560078753,0
1211,HCC78_LUNG,CD2,CD7,CD2;CD7,0.0,0
1212,HCC78_LUNG,CD2,CD5,CD2;CD5,0.0,0
1213,HCC78_LUNG,CD5,CD7,CD5;CD7,0.0,0
1214,HCC78_LUNG,ANPEP,CD7,ANPEP;CD7,0.5269895739627298,0
1215,HCC78_LUNG,TGFB1,FN1,TGFB1;FN1,0.6563155134211633,0
1216,HCC78_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,-11.79248446217343,0
1217,HCC78_LUNG,FN1,VTN,FN1;VTN,0.0,0
1218,HCC78_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
1219,HCC78_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
1220,HCC78_LUNG,CALM3,DLG4,CALM3;DLG4,0.6869283864685274,0
1221,HCC78_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
1222,HCC78_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
1223,HCC78_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
1224,HCC78_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
1225,HCC78_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
1226,HCC78_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
1227,HCC78_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
1228,HCC78_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
1229,HCC78_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
1230,HCC78_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
1231,HCC78_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
1232,HCC78_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
1233,HCC78_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
1234,HCC78_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
1235,HCC78_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
1236,HCC78_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
1237,HCC78_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
1238,HCC78_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
1239,HCC78_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
1240,HCC78_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
1241,HCC78_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
1242,HCC78_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
1243,HCC78_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
1244,HCC78_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
1245,HCC78_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
1246,HCC78_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
1247,HCC78_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
1248,HCC78_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
1249,HCC78_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
1250,HCC78_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,0
1251,HCC78_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
1252,HCC78_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
1253,HCC78_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
1254,HCC78_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,0
1255,HCC78_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
1256,HCC78_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
1257,HCC78_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
1258,HCC78_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
1259,HCC78_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
1260,HCC78_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
1261,HCC78_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
1262,HCC78_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
1263,HCC78_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
1264,HCC78_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
1265,HCC78_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
1266,HCC78_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
1267,HCC78_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
1268,HCC78_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
1269,HCC78_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
1270,HCC78_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
1271,HCC78_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,0
1272,HCC78_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
1273,HCC78_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
1274,HCC78_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
1275,HCC78_LUNG,TET2,EBF1,TET2;EBF1,0.0,0
1276,HCC78_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,1.0,0
1277,HCC78_LUNG,KRT13,KRT4,KRT13;KRT4,0.0,0
1278,HCC78_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
1279,HCC78_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
1280,HCC78_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
1281,HCC78_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
1282,HCC78_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
1283,HCC78_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
1284,HCC78_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
1285,HCC78_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
1286,HCC78_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
1287,HCC78_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
1288,HCC78_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
1289,HCC78_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
1290,HCC78_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
1291,HCC78_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
1292,HCC78_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
1293,HCC78_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
1294,HCC78_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
1295,HCC78_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
1296,HCC78_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
1297,HCC78_LUNG,SECTM1,CD7,SECTM1;CD7,0.47145914336605554,0
1298,HCC78_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
1299,HCC78_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
1300,HCC78_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
1301,HCC78_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
1302,HCC827_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7938855197964124,0
1303,HCC827_LUNG,FLNA,HSPB7,FLNA;HSPB7,0.0,0
1304,HCC827_LUNG,CD2,CD7,CD2;CD7,0.0,0
1305,HCC827_LUNG,CD2,CD5,CD2;CD5,0.0,0
1306,HCC827_LUNG,CD5,CD7,CD5;CD7,0.0,0
1307,HCC827_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,0
1308,HCC827_LUNG,TGFB1,FN1,TGFB1;FN1,0.6516943094746612,0
1309,HCC827_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,0
1310,HCC827_LUNG,FN1,VTN,FN1;VTN,0.0,0
1311,HCC827_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
1312,HCC827_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
1313,HCC827_LUNG,CALM3,DLG4,CALM3;DLG4,0.6058738387307214,0
1314,HCC827_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
1315,HCC827_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
1316,HCC827_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
1317,HCC827_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
1318,HCC827_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
1319,HCC827_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
1320,HCC827_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
1321,HCC827_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
1322,HCC827_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
1323,HCC827_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
1324,HCC827_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
1325,HCC827_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
1326,HCC827_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
1327,HCC827_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
1328,HCC827_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
1329,HCC827_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
1330,HCC827_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
1331,HCC827_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
1332,HCC827_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
1333,HCC827_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
1334,HCC827_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
1335,HCC827_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
1336,HCC827_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
1337,HCC827_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
1338,HCC827_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
1339,HCC827_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
1340,HCC827_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
1341,HCC827_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
1342,HCC827_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
1343,HCC827_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,0
1344,HCC827_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
1345,HCC827_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
1346,HCC827_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
1347,HCC827_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,0
1348,HCC827_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
1349,HCC827_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
1350,HCC827_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
1351,HCC827_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
1352,HCC827_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
1353,HCC827_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
1354,HCC827_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
1355,HCC827_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
1356,HCC827_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
1357,HCC827_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
1358,HCC827_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
1359,HCC827_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
1360,HCC827_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
1361,HCC827_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
1362,HCC827_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
1363,HCC827_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
1364,HCC827_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,0
1365,HCC827_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
1366,HCC827_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
1367,HCC827_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
1368,HCC827_LUNG,TET2,EBF1,TET2;EBF1,0.0,0
1369,HCC827_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,0
1370,HCC827_LUNG,KRT13,KRT4,KRT13;KRT4,1.0,0
1371,HCC827_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
1372,HCC827_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
1373,HCC827_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
1374,HCC827_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
1375,HCC827_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
1376,HCC827_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
1377,HCC827_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
1378,HCC827_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
1379,HCC827_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
1380,HCC827_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
1381,HCC827_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
1382,HCC827_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
1383,HCC827_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
1384,HCC827_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
1385,HCC827_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
1386,HCC827_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
1387,HCC827_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
1388,HCC827_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
1389,HCC827_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
1390,HCC827_LUNG,SECTM1,CD7,SECTM1;CD7,0.0,0
1391,HCC827_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
1392,HCC827_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
1393,HCC827_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
1394,HCC827_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
1395,HOP62_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7202759979624361,1
1396,HOP62_LUNG,FLNA,HSPB7,FLNA;HSPB7,0.0,1
1397,HOP62_LUNG,CD2,CD7,CD2;CD7,0.0,1
1398,HOP62_LUNG,CD2,CD5,CD2;CD5,0.0,1
1399,HOP62_LUNG,CD5,CD7,CD5;CD7,0.0,1
1400,HOP62_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,1
1401,HOP62_LUNG,TGFB1,FN1,TGFB1;FN1,0.6600433102558982,1
1402,HOP62_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,1
1403,HOP62_LUNG,FN1,VTN,FN1;VTN,0.0,1
1404,HOP62_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,1
1405,HOP62_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,1
1406,HOP62_LUNG,CALM3,DLG4,CALM3;DLG4,0.6799544725805434,1
1407,HOP62_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,1
1408,HOP62_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,1
1409,HOP62_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,1
1410,HOP62_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,1
1411,HOP62_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,1
1412,HOP62_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,1
1413,HOP62_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,1
1414,HOP62_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,1
1415,HOP62_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,1
1416,HOP62_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,1
1417,HOP62_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,1
1418,HOP62_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,1
1419,HOP62_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,1
1420,HOP62_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,1
1421,HOP62_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,1
1422,HOP62_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,1
1423,HOP62_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,1
1424,HOP62_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,1
1425,HOP62_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,1
1426,HOP62_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,1
1427,HOP62_LUNG,SGCD,DMD,SGCD;DMD,0.0,1
1428,HOP62_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,1
1429,HOP62_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,1
1430,HOP62_LUNG,SSPN,DMD,SSPN;DMD,0.0,1
1431,HOP62_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,1
1432,HOP62_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,1
1433,HOP62_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,1
1434,HOP62_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,1
1435,HOP62_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,1
1436,HOP62_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,1
1437,HOP62_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,1
1438,HOP62_LUNG,DAG1,DMD,DAG1;DMD,0.0,1
1439,HOP62_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,1
1440,HOP62_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,1
1441,HOP62_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,1
1442,HOP62_LUNG,DMD,SGCG,DMD;SGCG,0.0,1
1443,HOP62_LUNG,DMD,SGCA,DMD;SGCA,0.0,1
1444,HOP62_LUNG,DMD,CAV3,DMD;CAV3,0.0,1
1445,HOP62_LUNG,DMD,SGCE,DMD;SGCE,0.0,1
1446,HOP62_LUNG,DMD,SGCB,DMD;SGCB,0.0,1
1447,HOP62_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,1
1448,HOP62_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,1
1449,HOP62_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,1
1450,HOP62_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,1
1451,HOP62_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,1
1452,HOP62_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,1
1453,HOP62_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,1
1454,HOP62_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,1
1455,HOP62_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,1
1456,HOP62_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,1
1457,HOP62_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,1
1458,HOP62_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,1
1459,HOP62_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,1
